PROPNAME/[0,1]|name|-- / --|./[1,2]|punct|1
top/top|top|top/hd|PROPNAME/[0,1]|name|1
./[1,2]|punct|-- / --|PROPNAME/[0,1]|name|1
top/top|top|top/hd|./[1,2]|punct|1
associatie/[4,5]|noun|hd/mod|met/[5,6]|prep|1
dellen/[7,8]|noun|hd/mod|goedkoop/[6,7]|adj|1
en/[8,9]|vg|crd/cnj|dellen/[7,8]|noun|1
en/[8,9]|vg|crd/cnj|flutmuziek/[10,11]|noun|1
flutmuziek/[10,11]|noun|hd/mod|commercieel/[9,10]|adj|1
hoofd/[1,2]|noun|hd/det|mijn/[0,1]|det|1
maak/[2,3]|verb|-- / --|./[11,12]|punct|1
maak/[2,3]|verb|hd/mod|meteen/[3,4]|adv|1
maak/[2,3]|verb|hd/obj1|associatie/[4,5]|noun|1
maak/[2,3]|verb|hd/su|hoofd/[1,2]|noun|1
met/[5,6]|prep|hd/obj1|en/[8,9]|vg|1
top/top|top|top/hd|maak/[2,3]|verb|1
beat/[1,2]|noun|hd/det|haar/[0,1]|det|1
ben/[23,24]|verb|hd/mod|in/[20,21]|prep|1
ben/[23,24]|verb|hd/mod|toch/[25,26]|adv|1
ben/[23,24]|verb|hd/predc|op zoek/[26,28]|adj|1
ben/[23,24]|verb|hd/su|ik/[24,25]|pron|1
club/[10,11]|noun|hd/det|een/[9,10]|det|1
club/[10,11]|noun|hd/mod|vol/[11,12]|prep|1
en/[2,3]|vg|crd/cnj|beat/[1,2]|noun|1
en/[2,3]|vg|crd/cnj|zang_lijn/[3,4]|noun|1
en/[14,15]|vg|crd/cnj|man/[13,14]|noun|1
en/[14,15]|vg|crd/cnj|vrouw/[15,16]|noun|1
hits_op/[18,19]|verb|hd/obj1|club/[10,11]|noun|1
hits_op/[18,19]|verb|hd/svp|op/[16,17]|part|1
iets/[29,30]|noun|hd/mod|ander/[30,31]|adj|1
in/[20,21]|prep|hd/obj1|leven/[22,23]|noun|1
kan/[4,5]|verb|hd/su|en/[2,3]|vg|1
kan/[4,5]|verb|hd/vc|word/[6,7]|verb|1
leven/[22,23]|noun|hd/det|mijn/[21,22]|det|1
maar/[19,20]|vg|-- / --|./[31,32]|punct|1
maar/[19,20]|vg|crd/cnj|ben/[23,24]|verb|1
maar/[19,20]|vg|crd/cnj|kan/[4,5]|verb|1
man/[13,14]|noun|hd/mod|dronken/[12,13]|adj|1
naar/[28,29]|prep|hd/obj1|iets/[29,30]|noun|1
om/[8,9]|comp|cmp/body|te/[17,18]|comp|1
op zoek/[26,28]|adj|hd/pc|naar/[28,29]|prep|1
te/[17,18]|comp|cmp/body|hits_op/[18,19]|verb|1
top/top|top|top/hd|maar/[19,20]|vg|1
vol/[11,12]|prep|hd/obj1|en/[14,15]|vg|1
vrouw/[15,16]|noun|hd/mod|dronken/[12,13]|adj|1
word/[6,7]|verb|hd/su|en/[2,3]|vg|1
word/[6,7]|verb|hd/vc|zet_in/[7,8]|verb|1
zang_lijn/[3,4]|noun|hd/det|haar/[0,1]|det|1
zet_in/[7,8]|verb|hd/mod|om/[8,9]|comp|1
zet_in/[7,8]|verb|hd/mod|perfect/[5,6]|adj|1
zet_in/[7,8]|verb|hd/obj1|en/[2,3]|vg|1
besta/[15,16]|verb|hd/pc|uit/[16,17]|prep|1
besta/[15,16]|verb|hd/su|die/[9,10]|pron|1
bil/[3,4]|noun|hd/det|geen/[2,3]|det|1
die/[9,10]|pron|rhd/body|en/[14,15]|vg|1
duur/[13,14]|verb|hd/me|minuut/[12,13]|noun|1
duur/[13,14]|verb|hd/mod|steevast/[10,11]|adj|1
duur/[13,14]|verb|hd/su|die/[9,10]|pron|1
en/[14,15]|vg|crd/cnj|besta/[15,16]|verb|1
en/[14,15]|vg|crd/cnj|duur/[13,14]|verb|1
en/[20,21]|vg|crd/cnj|refrein/[22,23]|noun|1
en/[20,21]|vg|crd/cnj|strofes/[19,20]|noun|1
hoef/[1,2]|verb|-- / --|./[23,24]|punct|1
hoef/[1,2]|verb|hd/mod|op/[4,5]|prep|1
hoef/[1,2]|verb|hd/obj1|bil/[3,4]|noun|1
hoef/[1,2]|verb|hd/su|ik/[0,1]|pron|1
lied_DIM/[8,9]|noun|hd/det|mijn/[5,6]|det|1
lied_DIM/[8,9]|noun|hd/mod|die/[9,10]|pron|1
minuut/[12,13]|noun|hd/det|drie/[11,12]|num|1
of/[7,8]|vg|crd/cnj|lied_DIM/[8,9]|noun|1
of/[7,8]|vg|crd/cnj|tv/[6,7]|noun|1
op/[4,5]|prep|hd/obj1|of/[7,8]|vg|1
