PROPNAME/[0,1]|name|hd/mod|van/[1,2]|prep|1
boek/[9,10]|noun|hd/det|een/[5,6]|det|1
boek/[9,10]|noun|hd/mod|en/[7,8]|vg|1
en/[7,8]|vg|crd/cnj|langdradig/[8,9]|adj|1
en/[7,8]|vg|crd/cnj|saai/[6,7]|adj|1
top/top|top|top/hd|vind/[3,4]|verb|1
van/[1,2]|prep|hd/obj1|PROPNAME/[2,3]|name|1
vind/[3,4]|verb|-- / --|./[10,11]|punct|1
vind/[3,4]|verb|hd/obj1|PROPNAME/[0,1]|name|1
vind/[3,4]|verb|hd/predc|boek/[9,10]|noun|1
vind/[3,4]|verb|hd/su|ik/[4,5]|pron|1
begin/[3,4]|verb|-- / --|./[19,20]|punct|1
begin/[3,4]|verb|hd/mod|na/[0,1]|prep|1
begin/[3,4]|verb|hd/su|verhaal/[5,6]|noun|1
begin/[3,4]|verb|hd/vc|te/[7,8]|comp|1
ben/[13,14]|verb|hd/mod|waardoor/[9,10]|pp|1
ben/[13,14]|verb|hd/predc|geneigd/[12,13]|adj|1
ben/[13,14]|verb|hd/su|je/[10,11]|pron|1
geneigd/[12,13]|adj|hd/mod|snel/[11,12]|adj|1
geneigd/[12,13]|adj|hd/vc|om/[14,15]|comp|1
met/[17,18]|prep|hd/obj1|lees/[18,19]|verb|1
na/[0,1]|prep|hd/obj1|tijd_DIM/[2,3]|noun|1
om/[14,15]|comp|cmp/body|te/[15,16]|comp|1
stop/[16,17]|verb|hd/pc|met/[17,18]|prep|1
te/[7,8]|comp|cmp/body|verveel/[8,9]|verb|1
te/[15,16]|comp|cmp/body|stop/[16,17]|verb|1
tijd_DIM/[2,3]|noun|hd/det|een/[1,2]|det|1
top/top|top|top/hd|begin/[3,4]|verb|1
verhaal/[5,6]|noun|hd/det|het/[4,5]|det|1
verveel/[8,9]|verb|hd/mod|waardoor/[9,10]|pp|1
verveel/[8,9]|verb|hd/se|je/[6,7]|pron|1
verveel/[8,9]|verb|hd/su|verhaal/[5,6]|noun|1
waardoor/[9,10]|pp|rhd/body|ben/[13,14]|verb|1
ben/[11,12]|verb|hd/predc|boek/[10,11]|noun|1
ben/[11,12]|verb|hd/su|PROPNAME/[7,8]|name|1
boek/[10,11]|noun|hd/det|een/[8,9]|det|1
boek/[10,11]|noun|hd/mod|autobiografisch/[9,10]|adj|1
boek/[10,11]|noun|hd/mod|waar/[12,13]|adv|1
dat/[6,7]|comp|cmp/body|ben/[11,12]|verb|1
door/[3,4]|prep|hd/obj1|feit/[5,6]|noun|1
feit/[5,6]|noun|hd/det|het/[4,5]|det|1
feit/[5,6]|noun|hd/vc|dat/[6,7]|comp|1
ga_uit/[19,20]|verb|hd/ld|naar/[17,18]|prep|1
ga_uit/[19,20]|verb|hd/mod|meteen/[14,15]|adv|1
ga_uit/[19,20]|verb|hd/mod|niet/[13,14]|adv|1
ga_uit/[19,20]|verb|hd/su|voorkeur/[16,17]|noun|1
ga_uit/[19,20]|verb|hd/svp|uit/[18,19]|part|1
kom/[1,2]|verb|-- / --|./[20,21]|punct|1
kom/[1,2]|verb|hd/mod|misschien/[2,3]|adv|1
kom/[1,2]|verb|hd/pc|door/[3,4]|prep|1
kom/[1,2]|verb|hd/su|dit/[0,1]|det|1
naar/[17,18]|prep|hd/obj1|waar/[12,13]|adv|1
top/top|top|top/hd|kom/[1,2]|verb|1
voorkeur/[16,17]|noun|hd/det|mijn/[15,16]|det|1
waar/[12,13]|adv|rhd/body|ga_uit/[19,20]|verb|1
boek/[8,9]|noun|hd/det|dit/[7,8]|det|1
fragment/[10,11]|noun|hd/det|sommige/[9,10]|det|1
fragment/[10,11]|noun|hd/mod|uit/[11,12]|prep|1
lees/[5,6]|verb|hd/det|het/[4,5]|det|1
